p1Name,p1Tag,p1Lane,p1KDA,p1KP,p1GPM,p1Vision,p1WinRate,p2Name,p2Tag,p2Lane,p2KDA,p2KP,p2GPM,p2Vision,p2WinRate,totalWinRate
만개한 꽃잎,KR1,3,3.66,38.23,306.99,1.17,39.22,야옹서윤,지켜죠,2,3.23,43.91,425.95,0.55,54.76,58.33
우리팀 하리보,KR1,2,3.05,48.64,436.04,0.76,52.05,꿀 모 노,KR1,4,3.94,52.00,382.57,1.01,62.50,50.00
조끄튼거맛있네,KR1,1,4.08,52.67,444.33,1.15,0.00,스오쟁이,KR1,3,1.60,29.67,364.82,0.58,0.00,64.29
Mahp,BD4,4,6.19,52.35,375.18,1.32,50.00,khw1126,khw,4,5.15,57.33,392.58,0.82,31.82,72.73
고따이준,1594,3,3.71,44.14,373.54,0.83,44.44,운기조식,KR1,2,2.93,42.70,381.76,0.67,61.11,50.00
레전드리우스,KR1,1,4.08,52.14,450.60,0.62,47.83,두부애용,KR1,0,7.09,54.57,281.50,2.49,50.21,56.67
안경찾는안경,1001,1,4.28,54.83,424.23,0.97,54.35,엉부리,부리부리,0,10.05,62.00,266.90,1.82,50.00,63.33
무중력 자유낙하,0725,3,4.31,49.37,397.08,0.76,66.67,원영적사고,Lzlvz,2,2.43,46.86,360.21,0.70,51.24,47.06
무중력 자유낙하,0725,3,4.31,49.37,397.08,0.76,66.67,指挥世界,명바이,0,3.29,53.31,327.71,1.68,48.94,66.67
말랑뚱돼지,KR1,1,3.16,51.26,372.43,1.05,52.50,요리조리오리궁디,KR1,0,2.07,46.70,317.90,1.61,55.56,52.63
말랑뚱돼지,KR1,1,3.16,51.26,372.43,1.05,52.50,말랑뚱땡,KR1,1,3.13,46.29,341.77,1.14,56.87,0.00
우짤까르곰,KR1,1,5.54,60.05,434.53,1.44,66.67,Neko,空の猫,0,6.99,58.36,347.26,1.76,0.00,100.00
달곰창,KR1,1,5.21,50.20,386.97,0.71,49.17,수자재지,KR1,3,4.91,37.25,338.30,1.38,54.17,27.78
공주대장님,KR1,3,3.70,40.67,393.30,0.69,63.64,즐거운편이야,KR1,1,3.92,43.44,348.31,0.67,48.65,68.00
멍청이빠꾸,KR1,4,3.51,50.65,431.57,0.79,47.37,NoOwlRock,Unzi,4,5.49,52.00,418.41,1.00,62.50,45.45
희저격,KR1,4,8.36,60.00,414.57,0.87,47.06,사당윈터,kr12,0,5.54,48.36,277.36,1.78,55.32,60.00
얼려주지,KR1,2,4.39,48.78,417.35,0.66,54.93,니 내 키 아나,KR1,2,3.33,41.20,435.64,0.59,51.84,68.97
충성스런댕댕이,KR1,3,2.55,43.61,419.94,0.71,52.94,모수 안성재,3STAR,2,1.82,36.60,365.03,0.57,46.15,70.59
우채연,KR2,1,2.27,43.53,378.30,0.74,40.58,겨쩐떠,KR2,0,3.24,42.91,346.56,1.66,55.32,63.64
많이심심한망고,KR1,2,3.74,49.69,355.04,0.83,0.00,유 예 진,ADHD,0,2.52,43.00,317.28,1.75,50.29,54.55
나는아닐거아니야,00000,0,2.18,41.92,301.99,1.49,46.67,오직 나만 믿기,KR1,1,4.13,44.93,388.93,0.79,48.10,47.37
인생살면뭐하지,KR1,3,4.19,48.71,419.58,0.62,16.67,인사해조,KR1,1,2.92,41.64,389.88,0.65,35.29,52.94
거북이국물,KR1,3,2.45,45.11,370.62,0.70,51.79,열심히오스,KR1,2,3.30,44.18,373.20,0.88,53.66,36.36
밥 공,KR1,2,3.30,40.20,398.39,0.56,48.31,세상귀여운재용이,KR1,1,3.42,49.50,369.93,1.34,54.43,65.38
김묵직,묵직묵직,2,5.86,47.71,361.94,1.44,50.00,섹시슬림케피,KR1,3,3.54,38.18,375.02,0.75,0.00,75.00
good peng,KR1,1,4.10,53.52,376.53,1.54,47.06,대 무 태,0523,4,5.60,57.83,383.43,1.13,51.97,40.00
잠 많이 잘래,123,2,2.58,42.15,380.18,0.47,54.47,감자마룽,KR1,4,3.04,56.36,326.38,1.41,69.23,37.50
돌아온찐사나이,KR1,3,2.89,39.55,368.29,0.44,40.74,Vave,KR1,1,4.99,48.71,347.31,0.66,0.00,25.00
키키키키키키키키키키키키키키키키,3705,2,2.03,40.20,405.99,0.57,80.00,제 잘못 아님,KR1,4,4.82,47.43,379.99,0.87,46.46,46.67
알파화이팅,KR1,3,3.86,42.88,381.88,0.79,0.00,앵간하게재수강,KR1,1,3.92,54.60,405.55,0.93,50.28,50.00
공화국장,KR1,3,2.68,37.43,359.35,0.75,51.32,sakeal,KR1,3,2.47,37.27,357.29,0.58,56.82,41.67
허서은1,KR1,3,5.38,60.75,388.54,1.08,0.00,마이정글플레이,KR1,4,4.41,57.50,393.62,0.90,44.53,77.27
베네치아,8067,0,4.22,51.69,349.12,1.25,45.83,난너네안믿어,KR1,4,2.27,48.15,354.49,0.80,56.36,50.00
소환사 돈마블,KR1,4,2.63,43.44,404.00,0.75,51.69,버스 좀,KR1,3,2.61,30.83,375.23,0.56,40.95,33.33
벙 쓴,KR1,1,4.41,48.12,412.22,0.68,50.10,기기태,KR1,1,4.40,52.85,389.04,1.04,44.12,76.92
쮸빠삐무녜뇨,두비두밥,2,1.54,38.54,373.17,0.58,50.59,성심당빵셔틀,명란바게트,4,2.90,47.10,393.59,0.72,48.39,36.36
비둘기 관리자 ,KR1,2,5.48,48.62,343.28,1.22,46.77,봄엶갈결,KR 1,2,2.27,39.72,382.52,0.65,48.72,57.14
찐막승,KR1,1,3.76,50.70,372.07,0.77,54.25,pnpm,1235,2,3.20,43.22,376.14,1.08,50.79,25.00
찐막승,KR1,1,3.76,50.70,372.07,0.77,54.25,텔 탑니다,KR1,2,3.00,39.41,342.07,0.96,56.82,30.00
롤노잼,123,2,5.49,48.82,425.29,0.75,41.67,혜연2,0911,4,3.97,55.29,422.98,1.20,51.22,69.23
스콧 맥토미니,NO39,4,3.93,51.05,375.35,0.87,50.00,난 슬플때 제라스를 해,123,2,3.87,40.50,378.79,0.89,50.97,28.57
진짜멘탈약함,KR2,1,3.62,49.53,356.49,1.34,40.00,삼팔광땡,한끗차이,4,2.74,50.43,395.14,0.82,50.39,36.36
wkdgh1020,KR1,0,3.68,54.12,281.53,2.35,55.56,후시구로 토우지,4211,3,3.00,44.39,371.76,0.68,44.90,33.33
뭐 얌,KR1,3,2.97,47.40,373.77,0.49,50.88,yayo7,KR1,4,4.21,50.00,389.73,0.79,49.86,30.00
A D,H D1,1,4.38,61.00,470.74,0.78,73.08,블츠의기묘한모험,Blitz,4,2.22,45.26,318.40,1.07,40.00,63.16
오만한 침팬지,KR1,2,3.43,42.38,368.45,0.85,40.00,목이버섯,KM2,3,2.75,46.68,376.23,0.75,57.35,42.11
수전드,KR1,2,2.65,43.82,356.41,0.99,57.14,홍대겜소20,KR1,1,5.48,49.43,394.39,0.75,47.76,53.85
Bloomy,KR1,4,4.47,52.92,383.98,0.97,37.84,엄티의 등껍질,kr7,3,2.22,35.33,369.59,0.67,51.76,53.85
콩 떡,유애나,3,3.11,36.95,389.46,0.74,55.74,허 니,승 헌,1,2.61,39.33,378.20,0.52,47.54,52.94
콩 떡,유애나,3,3.11,36.95,389.46,0.74,55.74,SRP우산도둑이승빈,도둑년,1,3.88,59.25,408.53,0.77,42.45,80.00
영쭌오브레전드,KR1,4,3.36,51.90,397.62,1.08,50.46,나 왜 지는거임,KR1,1,4.58,46.50,412.26,0.61,47.97,73.33
고전파,개고수,2,4.70,56.33,410.24,0.60,46.96,채수빈,사랑해,4,4.77,49.75,386.28,0.84,54.07,36.36
거렁뱅이들,KR1,0,2.96,53.55,268.63,1.89,55.86,성악과 교수,마스께라,1,2.95,46.82,389.68,0.69,54.62,60.00
천 마,914,2,2.89,42.24,342.90,1.04,54.77,지렷쥬,kr2,1,2.89,51.27,390.65,0.76,51.25,35.29
검은콩,6606,1,4.06,52.39,378.77,0.63,62.86,넉넉할 유,KR1,3,3.07,35.75,349.76,0.57,47.55,50.00
검은콩,6606,1,4.06,52.39,378.77,0.63,62.86,민 지,blue,0,5.09,59.43,262.76,2.32,60.22,53.85
사미라,KR40,1,4.04,51.38,404.51,0.94,54.76,도태된 남자,KR1,1,3.22,48.44,373.36,1.05,51.22,46.15
감수성 부족함,KR1,2,3.55,41.33,370.47,0.90,53.93,01066078155,KR1,4,5.22,31.09,407.81,0.67,51.16,72.73
sadfaced,KR1,0,5.69,52.20,276.19,2.41,45.83,이거 어떡하지,KR1,3,3.66,39.31,427.55,0.78,40.38,62.50
KE1TA,KR1,1,2.80,48.14,383.94,0.74,50.93,생강이는진저,KR1,3,4.74,39.82,296.93,1.13,60.00,40.00
너의그대,KR1,4,4.15,41.62,381.22,0.74,53.85,BURBERRYHOON,KR1,4,2.48,46.29,343.72,0.89,50.59,85.71
ieieieieieieieie,KR1,1,3.04,54.35,389.28,0.86,62.50,Kia in,9915,2,2.35,43.20,385.90,0.67,56.67,43.75
ieieieieieieieie,KR1,1,3.04,54.35,389.28,0.86,62.50,Lv 1 악어장군,KR1,3,3.01,35.33,390.05,0.65,51.43,53.85
천유빈,KR1,4,4.51,47.15,390.28,0.91,35.71,째째한튀김우동,KR1,3,3.24,42.30,391.11,0.91,0.00,60.00
Proper Decorum,KR1,4,3.47,43.91,350.37,1.12,54.48,나는야전설의개초딩꼬우면DM문의,123,2,3.89,50.08,369.50,0.79,65.31,43.75
Proper Decorum,KR1,4,3.47,43.91,350.37,1.12,54.48,모코 하와이,KR1,2,2.97,54.19,349.74,1.01,49.81,23.08
딱따부리,구리박기,4,4.01,59.94,417.41,1.13,57.58,선규야 밥먹자,KR1,3,3.29,51.82,402.04,0.71,60.00,53.57
상자야,KR1,4,3.27,56.96,360.58,1.11,53.19,내 폴더,KR1,0,4.38,44.80,253.36,1.49,50.00,43.48
호 건,01234,1,3.47,49.94,435.35,0.63,0.00,달과별,5655,0,9.25,47.50,251.71,1.75,0.00,45.45
망나니,Daily,3,4.62,39.43,409.71,0.76,0.00,天上天下 唯我独尊,shine,1,2.78,40.80,336.65,1.17,51.17,52.17
꺾지마라 내마음,KR1,1,3.48,53.07,401.79,0.72,60.00,서포터,1686,0,4.61,52.43,268.73,2.24,28.57,55.56
나효진인데,gldrn,4,2.81,50.80,371.18,0.95,46.51,gldrn,KR1,2,3.46,44.67,333.86,1.28,51.52,56.67
성혜원,KR1,3,3.03,43.00,465.88,0.68,83.33,아따가맘마다,KR1,0,4.58,53.29,328.43,1.58,47.46,51.72
망겜의매칭주작,KR2,2,3.47,48.86,356.88,1.22,69.23,티모애호가,KR2,3,2.34,34.13,355.85,0.46,56.07,41.18
I BE LIKE,KR1,0,4.54,50.55,370.87,1.25,71.43,꿀 벌,양봉업자,2,3.52,47.88,374.39,0.90,49.56,60.00
I BE LIKE,KR1,0,4.54,50.55,370.87,1.25,71.43,구레엥,KR1,2,1.99,29.33,342.70,0.79,39.74,80.00
Damn Game,KR2,4,6.01,54.29,388.01,1.08,52.38,니말이다맞아,9452,1,4.61,45.89,406.91,0.62,48.00,70.00
Damn Game,KR2,4,6.01,54.29,388.01,1.08,52.38,91z,1991,2,4.38,46.86,394.62,0.65,74.36,70.00
가슴빨고싶다,마시따,2,3.35,49.43,355.70,0.99,45.83,난다시왔어,KR2,2,3.62,44.82,398.32,0.83,50.99,54.55
가슴빨고싶다,마시따,2,3.35,49.43,355.70,0.99,45.83,난이제왔어,KR2,4,4.69,41.93,397.41,0.76,50.22,36.36
일간베이가,디시도 함,2,3.67,43.80,370.18,0.64,51.47,정이년,0729,1,2.62,34.00,367.00,0.59,42.71,40.74
아이린,5233,0,3.63,50.56,327.43,1.17,58.33,AS spell,KR1,3,2.26,40.45,391.56,0.72,53.46,43.75
아이린,5233,0,3.63,50.56,327.43,1.17,58.33,수제새우깡,KR1,3,3.03,37.31,338.45,0.60,53.33,57.14
잔나미안,KR1,2,3.96,49.83,388.08,0.91,50.69,아진짜제발,죠민기,3,2.85,46.70,427.23,0.68,48.72,50.00
잭시무스,잭시무스,4,4.94,46.12,321.33,1.20,64.71,본 립 도 생,7881,3,2.14,34.25,401.72,0.34,0.00,50.00
오픈 봇 2호기,혜지보면오,3,3.21,41.40,380.75,1.12,56.45,ガブンクン,Garen,4,4.44,46.82,417.56,0.63,0.00,50.00
크리스범스테드,등운동,1,2.63,46.54,374.08,0.48,49.58,다강다강다가강,KR1,2,2.59,39.70,369.60,0.92,49.16,41.18
바선생,KR3,2,3.07,49.00,422.12,0.61,0.00,침착하자현진아,KR1,1,4.31,42.00,367.25,0.61,48.68,50.00
라영준이,KR1,2,4.62,42.50,349.55,0.66,37.04, 송강동 쩝쩝석사,KR1,4,2.30,45.80,355.08,0.52,0.00,45.45
허버허버젤리먹기,KR0,3,2.56,31.82,344.32,0.60,47.57,냥줍장인,KR1,4,3.57,49.57,415.38,0.95,51.89,50.00
허버허버젤리먹기,KR0,3,2.56,31.82,344.32,0.60,47.57,아쿠알라움,KR1,0,4.08,48.41,323.47,1.85,49.32,60.00
뒤통수맞는아낙네,8520,0,4.28,53.67,258.52,2.41,45.95,그냥 이렐,KR1,1,4.83,49.33,403.27,0.66,45.54,70.00
바닥미장,기리보이,2,3.63,44.09,384.14,0.78,50.30,Radiohead,1219,4,2.74,53.08,392.22,0.79,50.29,54.55
파멸의국밥,KR1,3,2.94,39.00,384.44,0.57,0.00,CHOI,COYG,4,5.54,51.00,365.53,1.00,51.41,58.33
럭키밍키,KR2,4,5.24,54.33,405.09,0.94,61.90,자르반간장반,KR1,3,2.71,40.80,351.18,1.04,39.39,55.17
Lilpa,6702,1,4.60,56.87,375.06,0.73,42.00,다락다락다라락,kr2,1,1.84,35.50,354.77,0.57,49.28,47.06
Y E,yzyzy,3,2.43,30.75,354.48,0.56,55.95,바텀머리부수기,007,4,7.71,44.33,334.37,1.04,51.32,60.00
그만때려요I,KR1,1,3.70,51.27,421.81,0.70,65.79,춘 식,0106,0,3.88,55.85,286.03,2.43,48.04,41.67
그만때려요I,KR1,1,3.70,51.27,421.81,0.70,65.79,김말연,KR1,1,3.57,48.78,356.56,1.26,48.94,54.55
영박민,KR1,1,2.57,45.79,390.91,0.63,69.23,군 필 럭 스,KR1,0,3.35,52.00,287.36,2.87,47.62,52.17
설래단,KR1,4,5.36,51.67,374.41,0.84,0.00,탑에사는괴물,kr3,3,2.00,34.88,379.56,0.55,47.92,40.00
설래단,KR1,4,5.36,51.67,374.41,0.84,0.00,쿠아링,KR2,2,2.51,46.09,366.07,0.70,43.90,66.67
LAON LEE,K R,2,2.90,49.70,356.19,1.02,0.00,피크닉 애플,KR1,1,4.12,43.88,323.44,0.95,41.94,22.22
아름다울 휘,KR1,3,4.46,35.50,412.58,0.51,54.55,장건박,잘박음,2,2.49,42.22,360.70,0.94,51.03,75.86
너무하다 하늘아,1323,1,3.11,35.00,369.13,0.48,77.78,한지맨,KR1,0,2.27,42.31,324.85,1.32,57.72,33.33
15defeated,KR1,1,2.13,44.86,386.78,0.81,0.00,킴 현백,KR1,0,5.11,55.29,265.23,2.20,49.68,46.67
JWG Miju,KR1,3,3.19,47.36,419.33,0.68,50.00,불안초조준용,KR2,3,2.88,44.67,436.31,0.58,50.92,57.89
75830929del,KR1,0,3.79,57.31,332.94,1.56,0.00,응우옌 푸 쫑,4094,1,4.61,49.00,376.37,1.38,46.63,53.33
잘하자,KR123,1,2.79,44.42,351.76,0.99,53.46,먹기만 하는 아이,KR1,1,3.17,53.89,366.62,0.96,50.79,60.00
바람은 왱왱왱,맘은잉잉잉,4,3.81,53.83,426.53,0.86,0.00,김수현,kor,0,3.88,47.59,337.50,1.28,54.86,63.33
로밍가기싫은사람,KR1,2,3.11,41.22,368.00,0.86,49.07,지네장로,KR1,3,2.66,46.17,423.02,0.53,50.68,27.27
시종일관,777,4,4.57,51.12,415.82,0.67,48.79,굉장해엉청나,KR1,2,5.78,45.00,390.71,0.55,46.43,63.64
급식 먹는 블츠,KR1,0,7.87,57.67,345.09,1.74,0.00,유노사우르스,0225,3,3.05,38.30,356.55,0.74,51.91,64.29
감타니 쇼헤이,KR1,2,3.05,40.07,332.95,0.90,39.22,웃으면서 하자,KR99,3,3.75,43.91,407.79,0.79,42.19,23.53
감타니 쇼헤이,KR1,2,3.05,40.07,332.95,0.90,39.22,Dunkel,3333,3,4.65,43.58,426.59,0.69,42.86,30.77
mute all,입털지마,3,3.60,39.05,403.64,0.70,0.00,흰색마스크,KR1,4,3.12,35.40,364.31,0.62,48.24,50.00
태 리,0519,3,2.76,44.67,396.51,0.76,51.19,릭트쇼,7806,3,3.39,44.12,401.36,0.76,26.32,45.45
PzZZang,천하제일검,2,3.23,44.19,372.27,0.61,5.88,Glück,ESFP,4,3.56,42.40,350.48,1.10,47.27,57.69
송아쥐,KR1,2,3.28,49.76,369.68,0.76,50.66,Rosé,김시환,4,4.09,45.00,399.15,0.85,43.48,52.38
푸른방,KR1,2,3.48,43.43,395.34,1.01,66.67,앵벌이버드,KR1,1,3.64,44.09,389.34,0.98,44.64,69.23
포도잼,토스트,0,3.27,57.50,274.40,2.23,56.04,임재하,얼간이,1,1.81,42.17,369.21,0.61,53.76,40.91
Monkey D Luffy,밀짚모자,0,4.42,46.88,335.52,1.41,58.75,니코팅,KR01,0,6.96,58.50,280.38,2.84,42.86,58.33
김7I덕,KR1,0,4.16,40.80,340.38,1.05,59.09,Azubu Zoong,KR1,4,6.80,54.50,410.42,1.01,48.92,59.09
산드라,KR1,3,3.38,42.33,414.32,0.67,52.63,짧은 악연,KR1,1,3.68,53.60,389.68,1.12,45.45,41.18
세계대백과사전,KR1,2,4.93,53.25,410.60,0.96,50.35,황금사막,KR1,4,6.05,61.00,369.45,1.32,55.10,50.00
정민똥꼬에성식고이추,6974,0,3.54,53.86,366.58,1.27,50.25,Januarius,KR1,2,2.00,43.13,329.87,1.18,52.60,53.33
정민똥꼬에성식고이추,6974,0,3.54,53.86,366.58,1.27,50.25,어둠에 빠진자들을 사냥해볼까,KR12,1,2.86,54.50,390.23,0.81,50.26,58.33
박 민 주,고우심,3,2.39,40.50,363.00,0.81,54.37,섹시한승주니,섹시승준,4,4.30,48.18,395.45,1.24,54.10,48.28
환경말끔이,KR1,3,2.56,29.12,337.75,0.52,51.02,쭌 서,KR1,3,2.96,40.68,430.27,0.61,45.90,21.74
기침과 화는 참지 않는다,KR2,2,3.00,49.92,354.56,0.94,62.50,칠봉진,KR1,1,2.30,50.23,416.08,0.58,44.12,45.45
민듄이,KR1,0,3.23,57.13,335.50,2.17,60.59,빈센트 훔바훔바,9697,3,1.89,32.94,330.29,0.49,28.57,53.33
벽넘어가면 ,KR1,1,4.63,44.91,407.23,0.48,0.00,티라노와트리케라톱스,강력합니다,0,3.10,58.00,277.72,2.33,55.56,69.23
티문죠끝네,KOREA,1,2.61,47.93,391.39,0.60,42.11,채뿡빵이,KR1,3,2.98,36.69,387.07,0.59,52.69,51.85
징징이,달래보던가,4,1.95,38.44,337.83,0.84,50.82,호들짝,KR1,2,2.34,52.89,433.56,0.78,45.45,39.29
밍긔뉴,KR1,3,4.10,34.20,335.03,0.70,53.27,옆집 과부,KR1,2,3.52,55.30,371.43,1.06,52.90,50.00
룰루소라카나미,2732,4,4.06,43.00,388.79,0.53,60.00,예비군 배수빈,1234,2,2.95,43.83,407.34,0.50,46.88,43.75
말차라떼샷추가,0824,2,2.29,42.25,379.76,0.50,42.86,야스오주세요,KR123,3,4.06,35.69,371.29,0.47,49.02,50.00
행복한심마니,KR1,2,2.37,48.94,474.91,0.43,52.54,onexn,0000,2,2.33,47.08,396.00,0.74,42.11,46.15
행복한심마니,KR1,2,2.37,48.94,474.91,0.43,52.54,투신명림,KR1,3,4.37,44.40,343.61,0.68,53.33,75.00
Erica,heath,2,4.21,44.30,363.80,0.68,80.00,이거일곱글자임,KR1,2,3.48,46.54,404.67,0.79,46.78,40.91
브론즈카이사장인,KR1,1,4.11,49.69,396.55,0.64,38.89,꽈추킹,5772,0,5.21,55.00,314.98,1.75,51.81,60.00
새벽 빛,KR1,1,4.50,53.67,443.42,0.81,47.37,보복운전기사,KR1,0,5.41,38.33,273.50,1.25,51.75,67.86
돈 명예 여자,892,2,2.89,49.09,423.00,0.65,92.86,못참는댜,KR55,0,3.62,50.56,361.44,1.53,58.57,37.50
돈 명예 여자,892,2,2.89,49.09,423.00,0.65,92.86,외로운 빵빵이,KR1,1,3.00,45.25,333.75,0.95,51.99,30.77
코코넛파우더,9485,0,4.18,51.75,250.27,2.26,45.63,한로로,KR7,0,2.24,48.10,350.73,0.91,53.03,65.22
메디컬실무,KR1,2,3.89,49.94,367.83,0.89,61.76,긍정적인 에너지,KR1,4,4.94,57.00,391.70,0.75,32.26,45.00
릴 파,헌이1,3,2.55,44.60,332.06,1.00,53.74,캡틴 안,KR1,2,4.19,51.89,417.02,0.66,44.86,31.58
꿀 돼,KR1,1,3.60,46.82,413.39,0.75,0.00,큭큭웃음,KR1,2,3.59,47.80,373.97,0.75,56.92,61.11
센슨모신,KR1,0,7.94,56.40,352.98,1.87,44.44,닉 추,KR1,1,4.41,51.81,397.69,1.20,68.89,72.22
한화이글스국밥충,KR1,0,4.46,50.18,331.47,1.23,55.10,노근대,KR1,1,2.87,48.62,371.76,0.72,54.30,53.33
구 구 몽,1715,1,3.95,41.00,373.33,0.82,41.43,쑤이이,KR1,0,6.69,60.00,259.00,2.26,50.75,52.63
리 신,df2,4,6.27,56.40,429.54,1.07,50.27,Hades,2500,3,1.80,29.42,345.58,0.52,51.08,60.00
해안선,coast,4,8.17,64.50,365.45,1.24,0.00,toki4,0000,1,3.63,48.12,408.64,0.98,0.00,70.00
city1,jojo,1,7.71,60.14,575.68,0.63,93.55,명란젖짱구,KR1,0,7.45,64.80,351.41,1.76,51.35,87.50
탑게이,gay,3,4.21,40.50,358.87,0.41,75.00,異世界アイドル,IDOL,4,7.38,63.80,459.61,0.97,54.55,80.00
땅 콩,작 콩,0,4.08,53.29,263.24,1.88,58.23,작 콩,땅 콩,1,2.94,49.08,413.44,0.55,58.23,46.67
porory,KR0,1,7.67,55.62,491.07,0.61,100.00,또 모,또 모,0,6.89,53.94,359.97,1.64,59.23,100.00
조은지,조은지우,2,4.48,40.17,368.78,1.06,75.00,부산거주중인박정욱,111,4,3.68,44.69,361.64,0.76,47.45,38.10
덩 한,KR1,0,2.78,46.56,355.61,1.20,48.72,무형큐브,KR1,1,3.63,48.75,412.02,0.63,43.48,37.04
약쟁이문도,KR 1,4,3.76,42.50,385.34,0.77,48.05,Solarbacca,1234,3,2.83,36.40,398.72,1.09,55.38,60.00
허벌거덩,헤으응,1,2.95,41.62,383.92,0.60,0.00,장독대05,KR1,0,2.84,47.50,347.94,1.10,33.33,56.25
허벌거덩,헤으응,1,2.95,41.62,383.92,0.60,0.00,베이스의 악마,0113,4,4.44,54.50,389.23,0.86,47.83,40.00
idontwannabeyou,0000,1,2.31,38.25,369.38,0.93,55.74,윤석열이문재인걸이재명확히안철수,1980,0,3.47,52.36,304.31,1.30,45.83,56.67
소하장량한신,KR1,0,4.00,46.54,335.73,1.38,27.27,다른 것은 없소,KR1,2,2.69,48.65,370.31,0.81,50.72,46.67
정삼각형,KR1,4,3.13,48.33,396.45,1.06,54.17,냐 하,009,3,4.28,31.00,393.56,0.65,43.52,63.16
권모술수권태성,1234,1,3.00,50.00,409.79,0.39,42.86,매력꾸러기,KR1,0,2.59,51.18,313.02,1.37,47.83,43.75
형만이는다말려,KR1,0,3.90,47.06,371.81,1.04,25.00,빙하국콜라대장,KR1,2,3.36,49.27,436.45,0.79,0.00,75.00
제발카정오지마,KR1,4,3.07,43.67,358.21,0.71,39.39,원인은정글차이,KR1,2,3.80,54.12,385.26,1.05,54.55,42.11
칼바람만할끼야,KR1,4,4.80,46.68,433.21,0.53,0.00,최우형,KR1,2,2.61,47.64,392.34,1.00,0.00,90.00
이렇게,이렇게,1,3.81,49.78,453.75,0.81,51.09,닉값을못하는유저,KR1,3,2.67,42.60,380.20,0.83,38.60,61.11
보꾸지녕zzang,KR123,0,3.89,47.33,296.46,2.15,0.00,U1MU2,KR1,1,3.96,52.08,408.18,0.87,60.00,52.00
아가 충일,KR1,1,5.10,55.17,478.33,0.85,58.49,볼베 정글,KR1,3,1.48,22.43,344.69,0.44,50.21,60.00
넌 나한테 죽는다,KR2,3,1.72,32.33,381.05,0.63,60.00,우기예요,KR1,2,4.82,48.33,381.36,0.65,43.86,58.33
조민혁최고,KR1,4,3.87,52.91,367.62,1.16,50.00,죽게놔둘거냐,KR1,2,3.61,45.56,369.06,1.15,54.05,47.06
봉 봉,KR4,2,2.12,49.58,379.66,1.04,44.44,dlaldwn,1004,3,3.00,42.65,369.20,0.82,51.97,23.08
영미소설및영어교육,C00,4,5.58,47.94,397.99,0.79,65.38,종연 피날레,KR1,1,3.17,50.24,386.99,1.46,52.03,72.22
별빛난세,KR1,1,4.62,44.39,400.87,0.79,60.00,우럭생선회,KR1,3,3.32,42.47,375.04,0.85,63.64,61.54
김도근 01,KR1,2,2.50,45.85,395.56,0.86,44.15,김도근 01,KR2,3,2.88,42.14,391.17,0.57,56.03,32.14
소년가장 한경훈부캐,롤로노아,4,4.16,52.23,392.06,1.02,84.62,귤은 영어로 긔을,KR1,4,4.67,52.00,356.86,1.52,51.68,45.45
교민공,0000,3,4.61,36.29,373.23,0.66,41.67,공민짜짜이,02442,2,3.46,48.92,373.47,0.55,62.20,62.07
1일1솔랭,KR1,4,3.48,53.31,386.67,1.24,34.38,siktak,2200,2,3.46,44.67,367.81,0.82,54.00,60.00
응니새끼발가락,KR1,1,2.91,45.38,374.65,1.07,52.03,큐트아린,KR1,2,3.09,43.71,360.55,1.12,40.00,33.33
빵속에 순우유,KR1,4,5.82,56.50,392.27,1.23,68.42,탱글탱그랩,SASY,0,3.48,52.00,277.81,2.49,48.39,66.67
빵속에 순우유,KR1,4,5.82,56.50,392.27,1.23,68.42,KFC얼음도둑조수,KR1,3,4.48,46.70,381.77,0.61,51.88,42.86
르블린,KR1,3,2.65,39.89,386.25,0.57,58.62,브라우니잠만보,KR3,2,2.84,36.94,366.38,0.77,50.00,46.43
조빵도,0224,4,3.02,52.36,379.97,1.01,52.67,창더기,KR1,3,3.98,41.67,414.31,0.63,53.20,53.33
2763561305122080,KR1,3,4.50,47.29,415.07,0.62,51.92,애기티벳여우,귀여움,3,2.63,41.95,361.73,1.00,54.55,80.00
TMfahdjqtdma,KR1,0,2.21,51.45,282.28,2.27,54.03,wuwu,adc,3,4.95,48.00,398.40,0.73,49.16,43.48
Bin비니,KR1,0,4.74,53.93,375.27,1.39,46.38,binbing,KR1,1,4.98,52.33,417.72,0.84,63.73,53.33
3cm,내 길이,1,5.03,43.00,359.43,0.63,50.00,만수무강하세요,KP1,1,4.00,31.00,289.15,1.07,49.25,100.00
어둠의인도자 야스오,KR11,4,4.10,51.88,429.07,0.93,40.37,피 즈,8287,2,3.25,36.60,391.40,0.79,43.33,54.55
섹하윤,0406,3,5.17,51.00,400.33,0.84,0.00,김따정,0307,3,2.22,41.88,369.56,0.89,0.00,60.00
호시노 아이,K R1,4,5.19,56.67,448.02,0.66,33.33,총기난사 경종기원,6974,2,4.05,47.38,339.24,1.00,51.33,58.82
호시노 아이,K R1,4,5.19,56.67,448.02,0.66,33.33,사랑의정훈핑,하츄핑,2,3.96,46.09,337.10,1.06,50.00,69.23
넌이런내마음몰라,KRDM,0,4.34,60.80,311.38,2.30,0.00,대가리박기공룡,벨로시랩터,1,4.86,46.60,376.03,0.58,45.61,63.64
하 냥,KR4,2,2.96,44.44,366.14,0.81,0.00,민둥멜둥,0880,2,3.46,41.38,357.50,1.08,54.08,50.00
카이팅 멈춰,KR1,0,5.92,61.67,304.99,2.46,51.13,딜이살길이다,KR1,2,3.06,53.12,355.42,1.06,50.43,64.00
